id_lieu|nom_lieu|settlement|desc_lieu|type_lieu|list_lieu|level1|level2
id_16276|TIBIQUARI||"
 TIBIQUARI, Rio de la Provincia y Gobierno del Paraguay . "|Rio|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> del <district key=""PRRPPA00"">Paraguay </district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", ""Paraguay |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRRPPA00'}""]"
id_16277|TIBIRITA||"
 TIBIRITA, Pueblo de la Provincia y Corregimiento de Tunja  en el Nuevo Reyno de Granada, de temperamento templado, produce frutos de tierra fría, como trigo, papas etc. y de tierra caliente plátanos, caña dulce, anís, garbanzos; tiene á su inmediación un sitio que llaman Manta, donde hay un abundante mineral de cobre, de que fabrican campanas, calderas, estribos y otras cosas, de que hace su comercio: tendrá 100 vecinos y 60 Indios, y está 12 leguas al NE de Santa Fe y otras tantas al SE de Tunja, á espaldas del de Chocontá. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""PRNGTU00""><placename><district key=""PRNGTU00"">Corregimiento de Tunja </district></placename></district></placename>, <placename><district key=""AUSF0000"">Nuevo Reyno de Granada</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""None|{http://www.tei-c.org/ns/1.0}district|{'key': 'PRNGTU00'}"", ""Nuevo Reyno de Granada|{http://www.tei-c.org/ns/1.0}district|{'key': 'AUSF0000'}""]"
id_16278|TIBURON||"
 TIBURON, Pueblo y Parroquia de los Franceses en la parte que poseen de la Isla de Santo Domingo, situado en la Cabeza del O de la Costa del Sur y punta ó cabo de su nombre, y á la orilla de la Bahía que también tiene la misma denominación. "|Pueblo|[]|[]|[]
id_16279|T||"
 Tiene el mismo nombre una punta de tierra ó cabo en la Costa de. la Provincia y Capitanía de Espíritu Santo en el Brasil, entre la Sierra Lunar ó de Maestro Alvaro y la Villa Capital de la Provincia. "||[]|[]|[]
id_16280|O||"
 Otra en la Provincia y Capitanía de Seara en el mismo Reyno, cerca del extremo de la Costa del N. "||[]|[]|[]
id_16281|O||"
 Otra en la Costa del N de la Provincia y Gobierno del Darien  y Reyno de Tierra-Firme, una de las que forman el semicírculo de la ensenada ó golfo grande de Urabá ó Tucumari. "|Tucumari|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> del <district key=""PRNGDA00"">Darien </district></placename>, <placename><district key=""AUPA0000"">Reyno de Tierra-Firme</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", ""Darien |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRNGDA00'}"", ""Reyno de Tierra-Firme|{http://www.tei-c.org/ns/1.0}district|{'key': 'AUPA0000'}""]"
id_16282|O||"
 Otra en la Cabeza del O de la Isla Española ó de Santo Domingo, entre la de los Burgados y la de Irois, en 300 gr. 20 min. de long. y 18 gr. 10 min. de lat. "||[]|[]|[]
id_16283|U||"
 Una Isla grande del golfo de California ó Mar Roxo de Cortés, muy cerca de la Costa, en lo mas interior de él. "|Mar|[]|[]|[]
id_16284|TIBURONES||"
 TIBURONES, Unos baxos de peña cerca de la Costa de la Provincia y Gobierno de  Honduras , junto al cabo de Gracias á Dios. "|Unos|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""PRGUCY00""> Honduras </district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" Honduras |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRGUCY00'}""]"
id_16285|TICANI||"
 TICANI, Pueblo de la Provincia y Corregimiento de Paucarcolla  en el Perú, anexo al Curato del de Huancane. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUCCPUHU"">Corregimiento de Paucarcolla </district></placename>, <placename><district key=""SUPE0000"">el Perú</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Paucarcolla |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUCCPUHU'}"", ""el Perú|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUPE0000'}""]"
id_16286|TICAPA||"
 TICAPA, Pueblo de la Provincia y Gobierno de  Sonora  en Nueva España, situado a la orilla de un rio, entre los Pueblos de Cucurpe y Opodepe. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""PRGDSS00""> Sonora </district></placename>, <placename><district key=""SUNE0000"">Nueva España</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" Sonora |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRGDSS00'}"", ""Nueva España|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUNE0000'}""]"
id_16287|TICAPAN||"
 TICAPAN, Pueblo de la jurisdicción y Alcaldía mayor de Cuyoacan  en Nueva España. "|Pueblo|"[<placename><rolename type=""alcaldia_mayor"">Alcaldía mayor</rolename> de <district key=""JUNEMXCY"">Cuyoacan </district></placename>, <placename><district key=""SUNE0000"">Nueva España</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Alcaldía mayor|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'alcaldia_mayor'}"", ""Cuyoacan |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUNEMXCY'}"", ""Nueva España|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUNE0000'}""]"
id_16288|TICHBURN||"
 TICHBURN, Pueblo de los Ingleses en la Isla de Barbada, situado en la parte del Sur de ella. "|Pueblo|[]|[]|[]
id_16289|TICKE||"
 TICKE, Pueblo de la Isla de Terranova, situado en la Costa del E,á la orilla de la Bahía de la Trinidad. "|Pueblo|[]|[]|[]
id_16290|TICRLE-QUCKLY||"
 TICRLE-QUCKLY. Nombre que dan los Ingleses á una excelente Bahía en la Costa del istmo del Darien y Reyno de Tierra Firme en la extremidad del NO de una cordillera de peñas con buen fondeadero y seguro desembarco, guardado por una parte de las peñas referidas, y las Islas Samballas que empiezan allí de la otra, y forman la Bahía que es muy freqúentada de las embarcaciones de Corsarios. "||"[<placename><district key=""AUPA0000"">Reyno de Tierra Firme</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Reyno de Tierra Firme|{http://www.tei-c.org/ns/1.0}district|{'key': 'AUPA0000'}""]"
id_16291|TICLLACAYAN||"
 TICLLACAYAN, Pueblo de la Provincia y Corregimiento de Tarma  en el Perú, anexo al Curato del de Huariaca, "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUPETATA"">Corregimiento de Tarma </district></placename>, <placename><district key=""SUPE0000"">el Perú</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Tarma |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPETATA'}"", ""el Perú|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUPE0000'}""]"
id_16292|TICLLA-COCHA||"
 TICLLA-COCHA, Lago grande en la Provincia y Corregimiento de Yauyos  del Reyno del Perú, se forma de algunos arroyos y del rio Cañete que corre á Poniente hasta salir al mar del Sur. "|Poniente|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUPELIYA"">Corregimiento de Yauyos </district></placename>, <placename><district key=""SUPE0000"">Reyno del Perú</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Yauyos |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPELIYA'}"", ""Reyno del Perú|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUPE0000'}""]"
id_16293|TICLLAS||"
 TICLLAS, Pueblo de la Provincia y Corregimiento de Huanta  en el Perú. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUPEHUHT"">Corregimiento de Huanta </district></placename>, <placename><district key=""SUPE0000"">el Perú</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Huanta |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPEHUHT'}"", ""el Perú|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUPE0000'}""]"
id_16294|TICLLOS||"
 TICLLOS, Pueblo de la Provincia y Corregimiento de Caxatambo  en el mismo Reyno que el anterior. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUPETACA"">Corregimiento de Caxatambo </district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Caxatambo |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPETACA'}""]"
id_16295|TICNABAR||"
 TICNABAR, Pueblo de la Provincia y Corregimiento de Arica en el mismo Reyno que los anteriores, anexo al Curato del de Copta. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUPEARAC"">Corregimiento de Arica</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Arica|{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPEARAC'}""]"
id_16296|TICOMAN||"
 TICOMAN, Pueblo de la Cabeza de partido de Yautepec y Alcaldía mayor de Cuernavaca  en Nueva España, tiene 1 1 6 familias de Indios dedicados al beneficio del algodón y hortalizas, está 3 leguas al S de su Cabecera. "|Pueblo|"[<placename><rolename type=""alcaldia_mayor"">Alcaldía mayor</rolename> de <district key=""JUNEMXCV"">Cuernavaca </district></placename>, <placename><district key=""SUNE0000"">Nueva España</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Alcaldía mayor|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'alcaldia_mayor'}"", ""Cuernavaca |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUNEMXCV'}"", ""Nueva España|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUNE0000'}""]"
id_16297|TICONDERAGO||"
 TICONDERAGO, Fuerte construido por los Franceses en la Nueva Francia ó Canadá, en el estrecho paso ó comunicación que hay entre los dos lagos George y Champlain, tiene toda» las ventajas de la naturale22 y del arte, defendido por tres lados de agua rodeada de peñas, y la mitad del quarto por una playa, donde hicieron los Franceses una obra exterior de nueve pies de alto: en la guerra que sostuvieron las Colonias Inglesas de la América y los Franceses contra la Inglaterra abandonaron estos este importante Puerto, de que se apoderó el General Howe el año de 1777; pero los Franceses lo recobraron pocos dias después en una acción donde perdieron los Ingleses mucha gente y embarcaciones. "|Fuerte|[]|[]|[]
id_16298|TICOPORO||"
 TICOPORO, Pueblo de la Provincia y Gobierno de  Maracaibo  en el Nuevo Reyno de Granada, situado á la orilla del rio de su nombre, al Sur de la Ciudad de Pedraza, uno de los que tienen á su cargo los Religiosos Misioneros de Santo Domingo. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""PRVEMA00""> Maracaibo </district></placename>, <placename><district key=""AUSF0000"">Nuevo Reyno de Granada</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" Maracaibo |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRVEMA00'}"", ""Nuevo Reyno de Granada|{http://www.tei-c.org/ns/1.0}district|{'key': 'AUSF0000'}""]"
id_16299|E||"
 El rio referido nace en la Sierra Nevada, y entra en el Apure. "||[]|[]|[]
id_16300|TICSAN||"
 TICSAN, Pueblo de la Provincia y Corregimiento de Cuenca en el Reyno de Quito, está casi desierto y abandonado por las ruinas que ha padecido en diferentes ocasiones con los terremotos 3 en su distrito están las haciendas de Moyocancha, Atapú, Totora, Sula, Mactallán y otras, es de clima sano y terreno fértil en los confines de la Provincia de Riobamba: está al NE del de Alausi y al OSO de Moyocancha,en 2 gr. 8 min. de lat. aust. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""PRQUCU00"">Corregimiento de Cuenca</district></placename>, <placename><district key=""AUQU0000"">Reyno de Quito</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Cuenca|{http://www.tei-c.org/ns/1.0}district|{'key': 'PRQUCU00'}"", ""Reyno de Quito|{http://www.tei-c.org/ns/1.0}district|{'key': 'AUQU0000'}""]"
id_16301|TICUNAS||"
 TICUNAS, Nación bárbara de Indios en la Provincia y país de las Amazonas, que habitan en las selvas á la parte del Septentrión, algunas familias de ellos se reduxeron á la Fe, formando los Pueblos de San Ignacio de los Pevas y de nuestra Señora de Loreto de Ticunas, que es el último de la Misión baxa de Mainas, y confina con el territorio de los Portugueses: el veneno que hacen de yerbas estos Indios para envenenar sus flechas es el mas activo de quantos se conocen: el Pueblo de Loreto está en 4 gr. 12 min. de lat. aust. "|Nación|[]|[]|[]
id_16302|TICUZES||"
 TICUZES, véase Taquanhuna. "||[]|[]|[]
id_16303|TIDCOME||"
 TIDCOME, Pueblo de la Isla de Barbada, situado eo la Costa del O y extremidad de la Isla. "|Pueblo|[]|[]|[]
id_16304| TIEMPO, Cabo del buen)||"
 TIEMPO, Cabo del buen) que los Ingleses llaman Fair Weather, punta de tierra en la Costa del país de los Indios Patagones, entre el rio de la Plata y el estrecho de Magallanes. "|Cabo|[]|[]|[]
id_16305|TIERRA||"
 TIERRA pequeña ó petate Terre, nombre que dan los Franceses á tres Islas pequeñas ó Islotes, situadas cerca de la Costa del N de la de Marigalante, entre esta y la punta de los Castillos de la de Guadalupe. "|Islotes|[]|[]|[]
id_16306|TIERRA-FIRME||"
 TIERRA-FIRME, Reyno de la América Meridional, confina por el E con la Provincia y Gobierno de  Cartagena , de quien lo divide el rio de S. Juan, por el O con la de Costarica en el Reyno de Guatemala, y por el N y S con los dos Mares, de quien lo separa el istmo de Panamá ó de Tierra-Firme; tiene 146 leguas de largo, 90 de ancho en su mayor latitud, y 8 por donde se estrecha mas y forma el istmo referido, el mas célebre de quantos se conocen; divídese este Reyno en tres Provincias, que son la del Darien, de Veragua y de Panamá ó TierraFirme, que unidas le dan este nombre; es de temperamento cálido y húmedo, pero las noches frescas y agradables, porque desde las cinco de la tarde se levanta el ayre de mar; riéganla infinitos rios, y los mas considerables son Chagre, Bayano, Coclé, Atrato, Tiura, que unos desembocan en la mar del N y otros en la del Sur; el terreno es casi generalmente montuoso y áspero, y casi inaccesible por la gran cordillera que lo sigue, aunque no le faltan llanuras fértiles, pero poco cultivadas, á que han tenido poca inclinación los naturales dedicados al comercio con las Provincias del Perú y con la Europa, cómo tránsito preciso quando habia galeones, y así solo cultivan el maiz para alimento de los negros y mantener el muchísimo ganado que cria, de que secan la carne al sol hecha tiras de tres dedos de ancho, y llaman tasajo, que también es el alimento común: tiene minas de oro, particularmente en la Provincia del Darien, que se trabajaron antes con muchísima utilidad; pero hoy están abandonadas por las incursiones de aquellos Indios, y solo se trabajan algunas en la de Veragua, que es de muy buena ley: en sus montes se hallan infinitos animales y aves estrañas, de hermosura y delicado canto; entre aquellos ha merecido particular atención de los Naturalistas el perico ligero, llamado así por antonomasia á causa de su pesadez, pues tarda horas en andar pocos pasos; es de la figura de un gato, y da lastimosos gemidos al mover cada pie ó mano, y dicen que es por los crueles dolores que siente. Entre las aves es singular el rey de los gallinazos, que es rara y de mucha hermosura, con plumas de diferentes colores, del tamaño de un pavo mediano; siempre que hay alguna res muerta baxa de un árbol, en que la ha estado observando, sin que ningún gallinazo de los innumerables que están al rededor y en otros árboles se atreva á ponerse en aquel ni llegar á la res hasta que el rey baxa con un vuelo rápido, le come los ojos y el corazón, y se retira á donde estaba, que es la señal para que la chusma se arroje á devorarlo. En la Provincia de Veragua hay unos moniros ó tifies pequeños, de color amarillo y con una corona blanca, de piei tan fina como la mejor seda, y sumamente graciosos, pero tan delicados que mueren luego que los sacan de allí; y aunque se han tomado muchas precauciones para traerlos á Eu. ropa, no se ha podido conseguir. Abundan mucho los insectos, como culebras de muchas especies, alacranes, cientopies, mosquitos, garrapatas, niguas y otros infinitos que hacen molesta y arriesgada su mansión: tiene diferentes Puertos muy buenos en las Costas de ambos mares, que sirven de asilo á los tratantes del comercio ilícito, por el poco que tiene ya este Reyno desde que se estableció el de Buenos Ayres, y por esto ha venido á mucha decadencia habiendo sido antes opulentísimo, porque todo quanto venia del Perú y de Guatemala á España y quanto iba de estos Reynos á aquellos pasaba por Tierra-Firme para embarcarse en Portobelo: su Población no es proporcional, daremos razón de ella en el artículo de cada una de las tres Provincias referidas que lo componen: la Capital es la Ciudad de Panamá. "|Juan|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""PRNGCA00""> Cartagena </district></placename>, <placename><district key=""SUGU0000"">Reyno de Guatemala</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" Cartagena |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRNGCA00'}"", ""Reyno de Guatemala|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUGU0000'}""]"
id_16307|T||"
 Tiene el mismo nombre una de las tres Provincias dichas, de quien lo toma el Reyno, está entre la del Darien al E y la de Veragua, al O, tiene 55 leguas de largo desde la jurisdicción de la  Alcaldía mayor de Nata  por una linea que corre desde el escudo de Veragua en la mar del N hasta el Pueblo y farallón ó islote de Guararé en la del Sur, y por la parte opuesta en otra linea que corre desde el playón grande en la Costa del N de la Provincia del Darien hasta el Puerto Quemado en la del Sur; en esta Provincia es donde se estrecha mas el istmo que divide los dos mares, y solo es de 8 leguas, aunque por la aspereza de los montes y abundancia de aguas de los ríos es necesario andar 16 para atravesarlo; es muy fértil esta Provincia, y si se cultivara produciría mucha utilidad; tiene grandes haciendas en que se cria mucho ganado, y algunos trapiches para fabricar azúcar y aguardiente; la gente común usa por bebida el guarapo, que es un fermento de los plátanos, de que hay un gran consumo: los Indios que han quedado son ya poquísimos, y la mayor parte de los habitantes son Negros, esclavos y libres, Mulatos y Zambos: la Capital es la misma del Reyno, y las demás Poblaciones son 
 Portobelo. 
Chame. 
Parita. 
Cruces. 
Antón. 
Gorgona. 
Nata.
Capira. 
Chepo.
Villa de los Santos. 
Sajalices. 
Chorrera, Palenque. 
San Juan. 
Penonomé. 
Santa Maria. 
"||"[<placename><rolename type=""alcaldia_mayor"">Alcaldía mayor</rolename> de <district key=""JUNGPANA"">Nata </district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Alcaldía mayor|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'alcaldia_mayor'}"", ""Nata |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUNGPANA'}""]"
id_16308|TIETE||"
 TIETE, véase Harihambú ó Añembi. "|Añembi|[]|[]|[]
id_16309| TIGIOCA, Punta de)||"
 TIGIOCA, Punta de) en la Costa de la Provincia y país de las Amazonas y territorio de los Portugueses, una de las que forman con la de Maguari en la Isla de Marajo la segunda boca de aquel gran rio, tiene diferentes baxos que toman el mismo nombre. "|Punta|[]|[]|[]
id_16310|TIGITAS||"
 TIGITAS, Rio pequeño de la Provincia y Gobierno de  Venezuela  en el Nuevo Reyno de Granada, nace al Sur de la Villa de la Concepción de Pao, y poco después se une con el Gamalotal. "|Rio|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""CGVE0000""> Venezuela </district></placename>, <placename><district key=""AUSF0000"">Nuevo Reyno de Granada</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" Venezuela |{http://www.tei-c.org/ns/1.0}district|{'key': 'CGVE0000'}"", ""Nuevo Reyno de Granada|{http://www.tei-c.org/ns/1.0}district|{'key': 'AUSF0000'}""]"
id_16311|TIGLA||"
 TIGLA, Rio de la Provincia y Gobierno del Darien  y Reyno He TierraFirme, nace en las montañas de la vanda del E, y entra por este rumbo en el caño de Tarena. "|Rio|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> del <district key=""PRNGDA00"">Darien </district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", ""Darien |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRNGDA00'}""]"
id_16312|TIGLAGANTI||"
 TIGLAGANTI, Rio de la misma Provincia y Reyno que el anterior, nace en las montañas de la parte del N, y sale al mar en el golfo de Tucumari ó de Atrato. "|Rio|[]|[]|[]
id_16313|TIGRE||"
 TIGRE, Pueblo de la Provincia y Gobierno de  Maracaibo  en el Nuevo Reyno de Granada, situado á la orilla del rio de Santo Domingo, al S de la Ciudad de Barinas nueva. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""PRVEMA00""> Maracaibo </district></placename>, <placename><district key=""AUSF0000"">Nuevo Reyno de Granada</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" Maracaibo |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRVEMA00'}"", ""Nuevo Reyno de Granada|{http://www.tei-c.org/ns/1.0}district|{'key': 'AUSF0000'}""]"
id_16314|O||"
 Otro Pueblo hay también llamado Pozo del Tigre en la Provincia y Gobierno del Tucumán y Reyno del Perú, situado á la orilla y cabecera del rio de San Miguel. "||"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> del <district key=""PRRPTU00"">Tucumán</district></placename>, <placename><district key=""SUPE0000"">Reyno del Perú</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", ""Tucumán|{http://www.tei-c.org/ns/1.0}district|{'key': 'PRRPTU00'}"", ""Reyno del Perú|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUPE0000'}""]"
id_16315|U||"
 Un rio grande y caudaloso de la Provincia y país de las Amazonas nace en la de Quijos y Macas en Suchahuacaurui, entre el rio Villano al N y el Sarayacu al Mediodía, se une con el de Collana que le entra por la parte boreal en el territorio de la antigua Nación de los Gayes; cerca de sus orillas, entre los espesos bosques que hay, habitan muchas Naciones bárbaras de Indios, de las quales son las mas conocidas las de los Aúnalas, Yameos é Iquitos, y sobre la misma ribera están situados los Pueblos de Yameos y del Angel Custodio, donde le entra el Nahuapó, 3 leguas antes de salir al Marañón, en 4 gr. 53 min. de lat. aust. "|Iquitos|[]|[]|[]
id_16316|O||"
 Otro rio de la Provincia y Gobierno de  Cumaná  nace en lo interior de la Serranía, y á poco trecho se incorpora en el Guarapiche. "||"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""PRVECU00""> Cumaná </district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" Cumaná |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRVECU00'}""]"
id_16317|O||"
 Otro del Reyno de Quito en la Provincia y Provincia y Corregimiento de Chimbo  baxa de la montaña llamada Chima, corre al Poniente muy rápido hasta unirse con el Tinto y el de San Christoval, entra en el de Ojiva en 1 gr. 46 min. de lat. aust. "||"[<placename><district key=""AUQU0000"">Reyno de Quito</district></placename>, <placename><rolename type=""province"">Provincia</rolename> y <district key=""JUQUCHCH"">Corregimiento de Chimbo </district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Reyno de Quito|{http://www.tei-c.org/ns/1.0}district|{'key': 'AUQU0000'}"", ""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Chimbo |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUQUCHCH'}""]"
